utimesec    15657.776692
stimesec    754.182130
ru_maxrss   608532
ru_ixrss    0
ru_idrss    0
ru_isrss    0
ru_minflt   195153
ru_majflt   4
ru_nswap    0
ru_inblock  432
ru_oublock  3
ru_msgsnd   0
ru_msgrcv   0
ru_nsignals 0
ru_nvcsw    49356348
ru_nivcsw   2391147
